states,percent_hispanic,percent_non_hispanic_american_indianalaska_native,percent_non_hispanic_asian,percent_non_hispanic_black,percent_non_hispanic_native_hawaiianpacific_islander,percent_non_hispanic_white,social_vulnerability_index,svi_category,cvac_level_of_concern_for_vaccination_rollout,cvac_level_of_concern,percent_adults_fully_vaccinated_against_covid19,estimated_hesitant
TENNESSEE,0.0096,0.0031,0.0001,0.0057,0.0,0.9714,0.76,High Concern,0.81,Very High Concern,0.158,0.27
TENNESSEE,0.0209,0.0015,0.0004,0.0032,0.0,0.9532,0.6,High Concern,0.91,Very High Concern,0.127,0.25
TENNESSEE,0.0242,0.0,0.0013,0.0784,0.0008,0.874,0.7,High Concern,0.91,Very High Concern,0.186,0.27
SOUTH DAKOTA,0.0302,0.0198,0.0,0.0,0.0,0.945,0.05,Very Low Concern,0.12,Very Low Concern,0.166,0.2
TENNESSEE,0.124,0.0022,0.002,0.0791,0.0004,0.768,0.78,High Concern,0.79,High Concern,0.133,0.25
TENNESSEE,0.0211,0.0021,0.0021,0.019,0.0,0.941,0.49,Moderate Concern,0.89,Very High Concern,0.229,0.27
TENNESSEE,0.0441,0.0024,0.0038,0.1024,0.0002,0.8289,0.77,High Concern,0.77,High Concern,0.16,0.26
TEXAS,0.2684,0.001,0.0037,0.0874,0.0,0.6221,0.49,Moderate Concern,0.82,Very High Concern,0.0,0.17
TENNESSEE,0.0401,0.0039,0.0078,0.0362,0.0007,0.8921,0.66,High Concern,0.73,High Concern,0.134,0.25
TENNESSEE,0.0334,0.0031,0.0028,0.0045,0.0,0.9395,0.59,Moderate Concern,0.79,High Concern,0.177,0.27
TENNESSEE,0.0625,0.0034,0.0125,0.0216,0.0,0.8842,0.62,High Concern,0.69,High Concern,0.191,0.25
TENNESSEE,0.0257,0.0003,0.0018,0.0212,0.0,0.9348,0.6,Moderate Concern,0.87,Very High Concern,0.173,0.25
TEXAS,0.2213,0.0012,0.011,0.146,0.0001,0.605,0.98,Very High Concern,0.89,Very High Concern,0.0,0.19
SOUTH DAKOTA,0.032,0.1185,0.0002,0.0014,0.0,0.8222,0.41,Moderate Concern,0.11,Very Low Concern,0.176,0.29
TENNESSEE,0.0247,0.0077,0.007,0.0206,0.0004,0.9247,0.37,Low Concern,0.83,Very High Concern,0.152,0.26
SOUTH DAKOTA,0.022,0.1041,0.0,0.0504,0.0,0.7905,0.39,Low Concern,0.27,Low Concern,0.177,0.21
TENNESSEE,0.0802,0.0022,0.0338,0.1452,0.0002,0.7076,0.33,Low Concern,0.61,High Concern,0.141,0.23
TENNESSEE,0.049,0.001,0.0028,0.0034,0.0,0.9314,0.8,High Concern,0.7,High Concern,0.239,0.25
TENNESSEE,0.03,0.0043,0.0039,0.0159,0.0003,0.9254,0.24,Low Concern,0.6,Moderate Concern,0.154,0.25
TENNESSEE,0.0339,0.0004,0.0044,0.0452,0.0007,0.8838,0.38,Low Concern,0.73,High Concern,0.142,0.25
SOUTH DAKOTA,0.0443,0.5482,0.0,0.0015,0.0,0.3855,0.92,Very High Concern,0.77,High Concern,0.234,0.29
TENNESSEE,0.0181,0.0004,0.0045,0.0257,0.0,0.9172,0.51,Moderate Concern,0.68,High Concern,0.142,0.27
TENNESSEE,0.0132,0.0022,0.0078,0.0099,0.0016,0.9519,0.71,High Concern,0.78,High Concern,0.174,0.27
TENNESSEE,0.0289,0.0026,0.004,0.0214,0.0,0.9305,0.54,Moderate Concern,0.57,Moderate Concern,0.181,0.25
SOUTH DAKOTA,0.0834,0.075,0.0,0.0063,0.0,0.8299,0.21,Low Concern,0.33,Low Concern,0.189,0.21
TENNESSEE,0.0343,0.0029,0.0164,0.0399,0.0,0.8863,0.46,Moderate Concern,0.53,Moderate Concern,0.234,0.23
SOUTH DAKOTA,0.0116,0.874,0.0185,0.0006,0.0,0.0794,0.96,Very High Concern,0.85,Very High Concern,0.354,0.29
SOUTH DAKOTA,0.0326,0.0218,0.0092,0.0089,0.0013,0.9085,0.26,Low Concern,0.18,Very Low Concern,0.132,0.21
TENNESSEE,0.0176,0.0031,0.0073,0.4178,0.0,0.5422,0.87,Very High Concern,0.89,Very High Concern,0.173,0.27
TENNESSEE,0.0619,0.0013,0.0119,0.0478,0.0003,0.8549,0.69,High Concern,0.77,High Concern,0.122,0.25
TENNESSEE,0.044,0.0059,0.004,0.02,0.0,0.9105,0.65,High Concern,0.73,High Concern,0.16,0.23
TENNESSEE,0.0223,0.0034,0.0052,0.0167,0.0018,0.9325,0.83,Very High Concern,0.92,Very High Concern,0.131,0.27
TENNESSEE,0.0148,0.0006,0.0045,0.0065,0.0042,0.961,0.46,Moderate Concern,0.86,Very High Concern,0.154,0.25
TENNESSEE,0.0243,0.004,0.0003,0.0302,0.0,0.9273,0.7,High Concern,0.89,Very High Concern,0.192,0.26
SOUTH DAKOTA,0.0347,0.3712,0.0011,0.006,0.0,0.5649,0.72,High Concern,0.56,Moderate Concern,0.307,0.21
TENNESSEE,0.0299,0.0049,0.0035,0.0067,0.0,0.9443,0.54,Moderate Concern,0.48,Moderate Concern,0.199,0.25
TENNESSEE,0.0354,0.0011,0.0,0.0022,0.0,0.9353,0.57,Moderate Concern,0.8,High Concern,0.104,0.27
TEXAS,0.6432,0.0011,0.0035,0.0027,0.0,0.3329,0.85,Very High Concern,0.95,Very High Concern,0.0,0.17
SOUTH DAKOTA,0.0518,0.0815,0.0128,0.0117,0.0017,0.799,0.42,Moderate Concern,0.15,Very Low Concern,0.172,0.21
SOUTH DAKOTA,0.0,0.0593,0.0,0.0113,0.0,0.9294,0.01,Very Low Concern,0.13,Very Low Concern,0.243,0.29
TENNESSEE,0.0432,0.0,0.0005,0.5079,0.0003,0.44,0.87,Very High Concern,0.88,Very High Concern,0.174,0.27
TENNESSEE,0.019,0.001,0.0061,0.0184,0.0006,0.934,0.54,Moderate Concern,0.49,Moderate Concern,0.234,0.24
TENNESSEE,0.0826,0.0031,0.0016,0.017,0.0006,0.8799,0.43,Moderate Concern,0.82,Very High Concern,0.158,0.27
TENNESSEE,0.0359,0.0013,0.0063,0.017,0.0003,0.9223,0.56,Moderate Concern,0.62,High Concern,0.157,0.25
SOUTH DAKOTA,0.0452,0.0321,0.0019,0.0155,0.0008,0.8844,0.32,Low Concern,0.12,Very Low Concern,0.296,0.21
SOUTH DAKOTA,0.013,0.0107,0.0,0.0,0.0,0.9602,0.01,Very Low Concern,0.05,Very Low Concern,0.108,0.29
TENNESSEE,0.0261,0.0,0.001,0.0239,0.0,0.9441,0.59,Moderate Concern,0.86,Very High Concern,0.128,0.25
SOUTH DAKOTA,0.0204,0.005,0.0036,0.0027,0.0,0.9507,0.11,Very Low Concern,0.04,Very Low Concern,0.293,0.2
TENNESSEE,0.021,0.0029,0.001,0.0033,0.0,0.948,0.49,Moderate Concern,0.75,High Concern,0.151,0.25
SOUTH DAKOTA,0.0216,0.0119,0.0029,0.0,0.0,0.9469,0.25,Low Concern,0.14,Very Low Concern,0.154,0.2
TENNESSEE,0.0908,0.0032,0.007,0.0206,0.0023,0.8525,0.83,Very High Concern,0.87,Very High Concern,0.151,0.27
TEXAS,0.2748,0.0011,0.02,0.0138,0.0,0.6739,0.8,Very High Concern,0.85,Very High Concern,0.0,0.18
TENNESSEE,0.0038,0.0073,0.0017,0.054,0.002,0.92,0.56,Moderate Concern,0.88,Very High Concern,0.146,0.26
TENNESSEE,0.0386,0.0011,0.0108,0.3697,0.0,0.5575,0.71,High Concern,0.66,High Concern,0.234,0.25
TENNESSEE,0.0477,0.0006,0.042,0.041,0.0003,0.8458,0.02,Very Low Concern,0.31,Low Concern,0.223,0.16
TENNESSEE,0.0187,0.0037,0.0045,0.017,0.0005,0.9479,0.62,High Concern,0.92,Very High Concern,0.171,0.25
SOUTH DAKOTA,0.0131,0.0035,0.0078,0.0209,0.0,0.9504,0.29,Low Concern,0.12,Very Low Concern,0.035,0.21
TENNESSEE,0.0125,0.0098,0.0019,0.0072,0.0,0.8689,0.87,Very High Concern,0.96,Very High Concern,0.104,0.27
TENNESSEE,0.0153,0.0,0.0055,0.0032,0.0,0.9652,0.64,High Concern,0.83,Very High Concern,0.129,0.25
TENNESSEE,0.0878,0.0013,0.0072,0.0092,0.0,0.8769,0.39,Low Concern,0.46,Moderate Concern,0.245,0.23
TENNESSEE,0.0693,0.0023,0.0056,0.0719,0.0006,0.8326,0.43,Moderate Concern,0.62,High Concern,0.156,0.25
TENNESSEE,0.0108,0.0053,0.0024,0.1018,0.0,0.8416,0.52,Moderate Concern,0.73,High Concern,0.142,0.27
TENNESSEE,0.0203,0.0051,0.0048,0.0345,0.0,0.9229,0.57,Moderate Concern,0.85,Very High Concern,0.152,0.25
TENNESSEE,0.1001,0.0046,0.0214,0.1929,0.0037,0.6333,0.52,Moderate Concern,0.71,High Concern,0.148,0.26
TEXAS,0.5222,0.0013,0.0196,0.0563,0.0,0.3965,0.72,High Concern,0.96,Very High Concern,0.0,0.17
TEXAS,0.3231,0.0005,0.0074,0.0108,0.0,0.6051,0.74,High Concern,0.93,Very High Concern,0.0,0.18
TEXAS,0.2326,0.0155,0.0036,0.0144,0.007,0.7036,0.66,High Concern,0.86,Very High Concern,0.0,0.19
TEXAS,0.2857,0.0047,0.0028,0.0379,0.0,0.6465,0.98,Very High Concern,0.99,Very High Concern,0.0,0.18
TEXAS,0.9472,0.0,0.0,0.0,0.0,0.0528,0.73,High Concern,0.99,Very High Concern,0.0,0.17
TEXAS,0.2556,0.0013,0.0611,0.1028,0.0006,0.5579,0.65,High Concern,0.81,Very High Concern,0.0,0.17
TEXAS,0.5928,0.0,0.0,0.0014,0.0,0.4058,0.86,Very High Concern,0.98,Very High Concern,0.0,0.17
TEXAS,0.2069,0.0034,0.0004,0.1312,0.0,0.6472,0.61,High Concern,0.83,Very High Concern,0.0,0.18
TEXAS,0.2108,0.0007,0.0088,0.0185,0.002,0.7456,0.63,High Concern,0.87,Very High Concern,0.0,0.17
TEXAS,0.5747,0.0036,0.0019,0.0769,0.0,0.3329,0.95,Very High Concern,1.0,Very High Concern,0.0,0.18
TEXAS,0.6068,0.002,0.0109,0.0443,0.0002,0.3229,0.79,High Concern,0.88,Very High Concern,0.0,0.17
TEXAS,0.0963,0.0004,0.005,0.0091,0.0,0.86,0.3,Low Concern,0.8,High Concern,0.0,0.18
TEXAS,0.2136,0.0034,0.0092,0.0347,0.004,0.7199,0.51,Moderate Concern,0.73,High Concern,0.0,0.19
TEXAS,0.1942,0.0035,0.0115,0.0433,0.0035,0.7259,0.54,Moderate Concern,0.88,Very High Concern,0.0,0.19
TEXAS,0.2244,0.0015,0.0113,0.0726,0.0,0.6697,0.41,Moderate Concern,0.79,High Concern,0.0,0.2
TEXAS,0.3536,0.0002,0.0,0.0928,0.0,0.5478,0.82,Very High Concern,0.97,Very High Concern,0.0,0.17
TEXAS,0.2061,0.003,0.004,0.0627,0.0017,0.706,0.87,Very High Concern,0.93,Very High Concern,0.0,0.19
TEXAS,0.2316,0.0039,0.0047,0.2411,0.0,0.5124,0.98,Very High Concern,0.99,Very High Concern,0.0,0.19
TEXAS,0.3792,0.0018,0.0163,0.0758,0.001,0.5036,0.43,Moderate Concern,0.77,High Concern,0.0,0.16
TEXAS,0.3985,0.0,0.0,0.0103,0.0,0.5837,0.36,Low Concern,0.89,Very High Concern,0.0,0.18
TEXAS,0.7288,0.0004,0.0224,0.0294,0.0,0.2019,0.98,Very High Concern,0.99,Very High Concern,0.0,0.17
TEXAS,0.5868,0.0005,0.0017,0.0288,0.0,0.3681,0.83,Very High Concern,0.97,Very High Concern,0.0,0.17
TEXAS,0.2694,0.0025,0.0082,0.0143,0.0008,0.6872,0.7,High Concern,0.6,High Concern,0.0,0.15
TEXAS,0.2556,0.0,0.0,0.0407,0.0,0.6988,0.2,Low Concern,0.88,Very High Concern,0.0,0.18
TEXAS,0.1108,0.0023,0.0038,0.2491,0.0,0.6183,0.91,Very High Concern,0.97,Very High Concern,0.0,0.2
TEXAS,0.2225,0.0029,0.0071,0.0353,0.0,0.7163,0.63,High Concern,0.72,High Concern,0.0,0.18
TEXAS,0.5662,0.0005,0.0,0.0,0.0,0.4327,0.44,Moderate Concern,0.92,Very High Concern,0.0,0.17
TEXAS,0.8028,0.002,0.0051,0.0062,0.0013,0.1796,0.92,Very High Concern,0.99,Very High Concern,0.0,0.17
TEXAS,0.5556,0.0036,0.0052,0.0299,0.0,0.3931,0.9,Very High Concern,0.99,Very High Concern,0.0,0.17
TEXAS,0.2416,0.0025,0.002,0.1488,0.0,0.585,0.86,Very High Concern,0.9,Very High Concern,0.0,0.18
TEXAS,0.1687,0.0027,0.0067,0.07,0.0012,0.7328,0.71,High Concern,0.76,High Concern,0.0,0.19
TEXAS,0.4887,0.0,0.0526,0.0233,0.0003,0.4229,0.86,Very High Concern,0.88,Very High Concern,0.0,0.17
TEXAS,0.1457,0.006,0.008,0.0671,0.0032,0.7613,0.62,High Concern,0.92,Very High Concern,0.0,0.18
TEXAS,0.4018,0.0021,0.0624,0.2226,0.0004,0.2913,0.75,High Concern,0.83,Very High Concern,0.0,0.17
TEXAS,0.5074,0.0014,0.0037,0.0647,0.0002,0.4165,0.9,Very High Concern,0.98,Very High Concern,0.0,0.17
TEXAS,0.2368,0.0,0.0099,0.1113,0.0,0.6334,0.68,High Concern,0.88,Very High Concern,0.0,0.18
TEXAS,0.0672,0.0012,0.0045,0.1653,0.0007,0.7452,0.82,Very High Concern,0.92,Very High Concern,0.0,0.21
TEXAS,0.1834,0.0036,0.0055,0.0161,0.0,0.7783,0.62,High Concern,0.89,Very High Concern,0.0,0.19
TEXAS,0.193,0.0037,0.0865,0.0958,0.0008,0.5925,0.22,Low Concern,0.63,High Concern,0.0,0.15
TEXAS,0.1446,0.0029,0.0005,0.0437,0.0,0.7867,0.53,Moderate Concern,0.79,High Concern,0.0,0.19
TEXAS,0.0992,0.0161,0.0037,0.008,0.0,0.8572,0.03,Very Low Concern,0.6,High Concern,0.0,0.19
TEXAS,0.3101,0.0,0.0054,0.0804,0.0,0.5846,0.75,High Concern,0.92,Very High Concern,0.0,0.19
TEXAS,0.0777,0.0008,0.0053,0.0878,0.0,0.8076,0.57,Moderate Concern,0.85,Very High Concern,0.0,0.19
TEXAS,0.2099,0.0004,0.0047,0.0654,0.0,0.7123,0.44,Moderate Concern,0.84,Very High Concern,0.0,0.18
TEXAS,0.3196,0.0191,0.0062,0.0053,0.0,0.6251,0.46,Moderate Concern,0.87,Very High Concern,0.0,0.19
TEXAS,0.3893,0.0024,0.015,0.0385,0.0,0.5377,0.49,Moderate Concern,0.73,High Concern,0.0,0.16
TEXAS,0.3999,0.0,0.0143,0.0222,0.0,0.5605,0.69,High Concern,0.95,Very High Concern,0.0,0.18
TEXAS,0.1406,0.0124,0.0,0.0093,0.0,0.8377,0.44,Moderate Concern,0.91,Very High Concern,0.0,0.18
TEXAS,0.137,0.0,0.0,0.0,0.0,0.8385,0.06,Very Low Concern,0.72,High Concern,0.0,0.18
TEXAS,0.29,0.0066,0.0067,0.0431,0.002,0.6332,0.84,Very High Concern,0.95,Very High Concern,0.0,0.19
TEXAS,0.4477,0.0187,0.0149,0.0021,0.0,0.5029,0.66,High Concern,0.84,Very High Concern,0.0,0.18
TEXAS,0.327,0.0013,0.0031,0.0265,0.0,0.6177,0.43,Moderate Concern,0.91,Very High Concern,0.0,0.18
TEXAS,0.5601,0.0,0.0057,0.0314,0.0019,0.3939,0.94,Very High Concern,0.99,Very High Concern,0.0,0.17
TEXAS,0.2318,0.0032,0.0012,0.0008,0.0,0.747,0.36,Low Concern,0.61,High Concern,0.0,0.15
TEXAS,0.2314,0.0056,0.0044,0.135,0.0008,0.6069,0.92,Very High Concern,0.94,Very High Concern,0.0,0.19
TEXAS,0.4722,0.0007,0.0079,0.007,0.001,0.493,0.89,Very High Concern,0.99,Very High Concern,0.0,0.17
TEXAS,0.9218,0.0006,0.0094,0.0042,0.0001,0.0614,0.98,Very High Concern,0.99,Very High Concern,0.0,0.17
TEXAS,0.155,0.0041,0.0045,0.1508,0.0,0.666,0.84,Very High Concern,0.97,Very High Concern,0.0,0.19
TEXAS,0.2179,0.0,0.0,0.011,0.0,0.7567,0.59,Moderate Concern,0.82,Very High Concern,0.0,0.18
TEXAS,0.4377,0.0,0.0,0.0,0.0,0.5623,0.18,Very Low Concern,0.81,Very High Concern,0.0,0.18
TEXAS,0.5219,0.0042,0.0097,0.056,0.0013,0.3967,0.87,Very High Concern,0.97,Very High Concern,0.0,0.18
TEXAS,0.2623,0.0028,0.0064,0.098,0.0004,0.6083,0.39,Low Concern,0.7,High Concern,0.0,0.17
TEXAS,0.1107,0.0036,0.0036,0.0548,0.0,0.8085,0.45,Moderate Concern,0.82,Very High Concern,0.0,0.19
TEXAS,0.2142,0.0027,0.0128,0.1172,0.0004,0.6369,0.57,Moderate Concern,0.77,High Concern,0.0,0.19
TEXAS,0.1871,0.0017,0.0128,0.1979,0.0011,0.5751,0.88,Very High Concern,0.79,High Concern,0.0,0.19
TEXAS,0.3562,0.0,0.0,0.0082,0.0151,0.58,0.46,Moderate Concern,0.95,Very High Concern,0.0,0.19
TEXAS,0.4251,0.0071,0.0069,0.0519,0.0003,0.4865,0.92,Very High Concern,0.97,Very High Concern,0.0,0.18
TEXAS,0.1688,0.0027,0.001,0.0474,0.0,0.7716,0.65,High Concern,0.98,Very High Concern,0.0,0.19
TEXAS,0.1276,0.0077,0.0065,0.0635,0.0003,0.7818,0.72,High Concern,0.9,Very High Concern,0.0,0.2
TEXAS,0.7928,0.0005,0.0081,0.0318,0.0,0.1627,0.99,Very High Concern,0.99,Very High Concern,0.0,0.17
TEXAS,0.9134,0.0,0.0,0.0004,0.0,0.0809,0.99,Very High Concern,1.0,Very High Concern,0.0,0.18
TEXAS,0.2484,0.0049,0.0052,0.0984,0.0001,0.633,0.94,Very High Concern,0.97,Very High Concern,0.0,0.2
TEXAS,0.076,0.0088,0.0104,0.2438,0.0002,0.6379,0.85,Very High Concern,0.86,Very High Concern,0.0,0.2
TEXAS,0.3478,0.0052,0.0026,0.0617,0.0,0.5561,0.95,Very High Concern,1.0,Very High Concern,0.0,0.19
TEXAS,0.5472,0.0012,0.0104,0.0641,0.0,0.3584,0.84,Very High Concern,0.97,Very High Concern,0.0,0.17
TEXAS,0.0787,0.0055,0.0077,0.1275,0.0011,0.7442,0.84,Very High Concern,0.94,Very High Concern,0.0,0.19
TEXAS,0.8691,0.0,0.0141,0.0004,0.0,0.1095,1.0,Very High Concern,0.99,Very High Concern,0.0,0.17
TEXAS,0.245,0.0022,0.2002,0.2012,0.0005,0.3309,0.29,Low Concern,0.54,Moderate Concern,0.0,0.13
TEXAS,0.045,0.0004,0.0055,0.1708,0.0,0.7631,0.78,High Concern,0.98,Very High Concern,0.0,0.2
TEXAS,0.124,0.0089,0.007,0.0076,0.0006,0.8422,0.26,Low Concern,0.66,High Concern,0.0,0.17
TEXAS,0.8933,0.0,0.0,0.0131,0.0,0.0935,1.0,Very High Concern,1.0,Very High Concern,0.0,0.18
TEXAS,0.4149,0.0028,0.0049,0.0217,0.0004,0.5551,0.68,High Concern,0.99,Very High Concern,0.0,0.18
TEXAS,0.2497,0.0045,0.0043,0.1581,0.0,0.5578,0.9,Very High Concern,0.98,Very High Concern,0.0,0.18
TEXAS,0.1891,0.0003,0.0047,0.0616,0.0,0.7351,0.69,High Concern,0.91,Very High Concern,0.0,0.17
TEXAS,0.2223,0.0032,0.0086,0.0175,0.0005,0.736,0.53,Moderate Concern,0.7,High Concern,0.0,0.19
TEXAS,0.3585,0.0,0.0073,0.0492,0.0,0.5827,0.58,Moderate Concern,0.97,Very High Concern,0.0,0.17
TEXAS,0.7283,0.0037,0.0063,0.0064,0.001,0.2469,0.84,Very High Concern,0.9,Very High Concern,0.0,0.19
TEXAS,0.778,0.0,0.0077,0.0163,0.0,0.1735,0.98,Very High Concern,0.98,Very High Concern,0.0,0.18
TEXAS,0.2672,0.0035,0.0145,0.0741,0.0,0.5998,0.53,Moderate Concern,0.74,High Concern,0.0,0.19
TEXAS,0.3311,0.0,0.0105,0.0648,0.0006,0.5848,0.68,High Concern,0.93,Very High Concern,0.0,0.17
TEXAS,0.1342,0.0103,0.0157,0.0524,0.0001,0.7541,0.66,High Concern,0.79,High Concern,0.0,0.19
TEXAS,0.3291,0.0,0.0,0.0,0.0,0.6709,0.2,Very Low Concern,0.68,High Concern,0.0,0.17
TEXAS,0.1129,0.0067,0.0064,0.0563,0.0004,0.7879,0.58,Moderate Concern,0.86,Very High Concern,0.0,0.19
VERMONT,0.018,0.0083,0.0081,0.0087,0.0,0.9452,0.13,Very Low Concern,0.12,Very Low Concern,0.157,0.08
TEXAS,0.0768,0.0029,0.0117,0.0869,0.0,0.8066,0.58,Moderate Concern,0.86,Very High Concern,0.0,0.19
TEXAS,0.4582,0.0115,0.0194,0.0077,0.0,0.4964,0.55,Moderate Concern,0.92,Very High Concern,0.0,0.19
TEXAS,0.8256,0.0028,0.0114,0.0296,0.0012,0.1197,0.95,Very High Concern,0.96,Very High Concern,0.0,0.16
TEXAS,0.2388,0.0012,0.009,0.0049,0.0013,0.7234,0.23,Low Concern,0.47,Moderate Concern,0.0,0.15
TEXAS,0.2634,0.0018,0.0158,0.1426,0.0002,0.5593,0.84,Very High Concern,0.88,Very High Concern,0.0,0.18
TEXAS,0.9307,0.0,0.0,0.0,0.0,0.0669,1.0,Very High Concern,0.99,Very High Concern,0.0,0.17
TEXAS,0.4801,0.0014,0.0007,0.0009,0.0,0.5161,0.76,High Concern,0.83,Very High Concern,0.0,0.19
TEXAS,0.1636,0.003,0.0062,0.0286,0.0,0.7932,0.81,Very High Concern,0.98,Very High Concern,0.0,0.18
TEXAS,0.8966,0.0014,0.0066,0.004,0.0001,0.0896,0.98,Very High Concern,0.98,Very High Concern,0.0,0.17
TEXAS,0.2463,0.0024,0.0326,0.1235,0.0003,0.5736,0.58,Moderate Concern,0.73,High Concern,0.0,0.16
TEXAS,0.2227,0.0047,0.0,0.0227,0.0,0.7208,0.48,Moderate Concern,0.93,Very High Concern,0.0,0.19
TEXAS,0.3483,0.0,0.0003,0.0098,0.0,0.6307,0.74,High Concern,0.8,Very High Concern,0.0,0.19
TEXAS,0.3433,0.0,0.0108,0.047,0.0,0.5822,0.8,High Concern,0.93,Very High Concern,0.0,0.18
TEXAS,0.1635,0.0101,0.0124,0.0781,0.0005,0.7162,0.83,Very High Concern,0.87,Very High Concern,0.0,0.17
VIRGINIA,0.017,0.0015,0.0067,0.0296,0.0,0.9288,0.04,Very Low Concern,0.05,Very Low Concern,0.096,0.14
UTAH,0.1835,0.0061,0.0403,0.018,0.0141,0.7105,0.32,Low Concern,0.42,Moderate Concern,0.173,0.14
TEXAS,0.646,0.0018,0.0061,0.0212,0.0004,0.3196,0.78,High Concern,0.99,Very High Concern,0.0,0.19
TEXAS,0.2072,0.002,0.0373,0.3346,0.0005,0.4059,0.86,Very High Concern,0.95,Very High Concern,0.0,0.19
TEXAS,0.3063,0.0036,0.066,0.1365,0.0001,0.4721,0.51,Moderate Concern,0.69,High Concern,0.0,0.16
TEXAS,0.8409,0.0,0.0016,0.0146,0.0,0.1324,0.82,Very High Concern,0.97,Very High Concern,0.0,0.17
TEXAS,0.5945,0.001,0.0029,0.0454,0.0002,0.3383,0.93,Very High Concern,0.97,Very High Concern,0.0,0.17
TEXAS,0.4779,0.0051,0.0035,0.032,0.0009,0.4693,0.9,Very High Concern,0.97,Very High Concern,0.0,0.17
TEXAS,0.2191,0.0046,0.0076,0.1685,0.0029,0.5865,0.95,Very High Concern,0.98,Very High Concern,0.0,0.19
TEXAS,0.2982,0.0,0.005,0.0268,0.0,0.67,0.88,Very High Concern,0.93,Very High Concern,0.0,0.17
TEXAS,0.5606,0.0038,0.0684,0.0321,0.0,0.3246,0.7,High Concern,0.88,Very High Concern,0.0,0.19
UTAH,0.0212,0.0033,0.0,0.0016,0.0,0.9739,0.08,Very Low Concern,0.64,High Concern,0.162,0.17
VERMONT,0.016,0.003,0.0041,0.0079,0.0,0.9484,0.27,Low Concern,0.31,Low Concern,0.109,0.08
TEXAS,0.0362,0.0033,0.0055,0.2029,0.0,0.7347,0.72,High Concern,0.96,Very High Concern,0.0,0.21
VIRGINIA,0.0252,0.0019,0.0088,0.1399,0.0002,0.7957,0.26,Low Concern,0.3,Low Concern,0.071,0.17
TEXAS,0.1858,0.0,0.0027,0.0119,0.0077,0.7912,0.56,Moderate Concern,0.71,High Concern,0.0,0.17
TEXAS,0.4038,0.0002,0.003,0.0463,0.0,0.5276,0.7,High Concern,0.95,Very High Concern,0.0,0.18
UTAH,0.1047,0.0117,0.0079,0.0065,0.0079,0.8431,0.41,Moderate Concern,0.35,Low Concern,0.142,0.13
VERMONT,0.0233,0.0027,0.0101,0.0109,0.0003,0.9309,0.31,Low Concern,0.31,Low Concern,0.164,0.07
UTAH,0.1031,0.0351,0.0161,0.0032,0.0056,0.8238,0.52,Moderate Concern,0.53,Moderate Concern,0.15,0.17
TEXAS,0.0999,0.0012,0.0003,0.0995,0.0,0.7837,0.8,Very High Concern,0.97,Very High Concern,0.0,0.2
TEXAS,0.1934,0.0036,0.0051,0.0127,0.0018,0.7675,0.58,Moderate Concern,0.81,Very High Concern,0.0,0.19
TEXAS,0.3416,0.0013,0.0011,0.0301,0.0,0.6147,0.54,Moderate Concern,0.92,Very High Concern,0.0,0.18
UTAH,0.1236,0.0057,0.0077,0.0042,0.0062,0.8313,0.31,Low Concern,0.51,Moderate Concern,0.138,0.16
VERMONT,0.0134,0.0036,0.0023,0.0069,0.001,0.9557,0.17,Very Low Concern,0.14,Very Low Concern,0.151,0.07
UTAH,0.1197,0.0097,0.0029,0.0,0.0,0.8433,0.25,Low Concern,0.57,Moderate Concern,0.192,0.16
VIRGINIA,0.0883,0.0027,0.0343,0.2274,0.0004,0.6179,0.18,Very Low Concern,0.07,Very Low Concern,0.1,0.14
TEXAS,0.7172,0.0022,0.0094,0.0033,0.0,0.2616,0.95,Very High Concern,0.98,Very High Concern,0.0,0.17
VIRGINIA,0.0166,0.0003,0.0008,0.197,0.0,0.7673,0.36,Low Concern,0.27,Low Concern,0.013,0.15
UTAH,0.0967,0.0034,0.0174,0.0126,0.0067,0.8383,0.08,Very Low Concern,0.38,Low Concern,0.165,0.13
VIRGINIA,0.1558,0.0024,0.102,0.0888,0.0009,0.6149,0.14,Very Low Concern,0.14,Very Low Concern,0.114,0.1
VERMONT,0.0234,0.0021,0.04,0.0259,0.0005,0.8851,0.18,Very Low Concern,0.12,Very Low Concern,0.207,0.07
TEXAS,0.0986,0.0031,0.0016,0.2309,0.0006,0.644,0.73,High Concern,0.97,Very High Concern,0.0,0.19
TEXAS,0.3768,0.0017,0.0029,0.0556,0.0,0.5553,0.89,Very High Concern,0.96,Very High Concern,0.0,0.18
TEXAS,0.5373,0.0057,0.0071,0.0585,0.0,0.3914,0.65,High Concern,0.96,Very High Concern,0.0,0.18
VERMONT,0.0139,0.0032,0.0048,0.0098,0.0,0.9535,0.21,Low Concern,0.4,Moderate Concern,0.103,0.08
UTAH,0.0944,0.0098,0.0078,0.0058,0.0011,0.8699,0.16,Very Low Concern,0.45,Moderate Concern,0.149,0.16
UTAH,0.0569,0.4706,0.005,0.0015,0.0028,0.4382,0.98,Very High Concern,0.89,Very High Concern,0.318,0.17
TEXAS,0.1764,0.003,0.0266,0.0622,0.0005,0.7083,0.11,Very Low Concern,0.51,Moderate Concern,0.0,0.17
TEXAS,0.1153,0.003,0.0024,0.0021,0.0,0.8544,0.69,High Concern,0.72,High Concern,0.0,0.18
TEXAS,0.4139,0.0006,0.0034,0.1352,0.0,0.4446,0.88,Very High Concern,0.96,Very High Concern,0.0,0.17
